,Published At,Number of Videos,Wikipedia Pageviews
105,2025-02-14,0.6200177147918512,1.1455433590797797
106,2025-02-15,1.1514614703277237,1.138107399590887
107,2025-02-16,0.2657218777679362,1.755156837905547
108,2025-02-17,1.2400354295837024,1.9881051688030404
109,2025-02-18,1.1514614703277237,1.8245140600474008
110,2025-02-19,0.7971656333038087,1.7340657528097787
111,2025-02-20,1.2400354295837024,1.5434347913672566
112,2025-02-21,1.8600531443755535,1.4212146572225475
113,2025-02-22,1.5057573073516386,1.712569069923707
114,2025-02-23,1.6829052258635961,8.235392733580388
115,2025-02-24,2.1257750221434897,6.291903321710704
116,2025-02-25,1.1514614703277237,2.6488239692070157
117,2025-02-26,0.7971656333038087,1.94673419419211
118,2025-02-27,0.8857395925597875,1.096195627926219
119,2025-02-28,1.328609388839681,0.8120067761870834
